,Date,year,Month,Weak,Count
28865,2015-11-07,2015,11,Saturday,1
28866,2016-06-01,2016,6,Wednesday,1
28867,2015-10-14,2015,10,Wednesday,1
28868,2016-12-04,2016,12,Sunday,1
28869,2017-07-14,2017,7,Friday,1
28870,2015-09-01,2015,9,Tuesday,1
28872,2017-02-15,2017,2,Wednesday,1
28874,2015-09-25,2015,9,Friday,1
28875,2017-01-22,2017,1,Sunday,1
28878,2015-03-06,2015,3,Friday,1
28879,2015-11-04,2015,11,Wednesday,1
28881,2016-10-24,2016,10,Monday,1
28883,2017-05-31,2017,5,Wednesday,1
28886,2017-01-15,2017,1,Sunday,1
28887,2018-03-29,2018,3,Thursday,1
28891,2016-02-19,2016,2,Friday,1
28892,2016-12-31,2016,12,Saturday,1
28893,2015-01-25,2015,1,Sunday,1
28895,2016-08-16,2016,8,Tuesday,1
28901,2016-03-01,2016,3,Tuesday,1
28902,2017-11-07,2017,11,Tuesday,1
28904,2015-08-02,2015,8,Sunday,1
28905,2016-04-08,2016,4,Friday,1
28906,2017-08-21,2017,8,Monday,1
28907,2018-03-24,2018,3,Saturday,1
28908,2016-10-05,2016,10,Wednesday,1
28909,2017-03-05,2017,3,Sunday,1
28910,2017-08-05,2017,8,Saturday,1
28911,2014-12-19,2014,12,Friday,1
28912,2015-11-29,2015,11,Sunday,1
28914,2017-09-08,2017,9,Friday,1
28915,2015-07-27,2015,7,Monday,1
28916,2015-07-16,2015,7,Thursday,1
28917,2017-12-05,2017,12,Tuesday,1
28918,2018-02-04,2018,2,Sunday,1
28919,2018-03-29,2018,3,Thursday,1
28922,2015-12-15,2015,12,Tuesday,1
28925,2015-10-30,2015,10,Friday,1
28926,2015-06-09,2015,6,Tuesday,1
28929,2017-08-18,2017,8,Friday,1
28930,2016-10-28,2016,10,Friday,1
28931,2017-06-19,2017,6,Monday,1
28933,2018-04-28,2018,4,Saturday,1
28934,2016-07-31,2016,7,Sunday,1
28937,2015-08-07,2015,8,Friday,1
28939,2016-06-26,2016,6,Sunday,1
28940,2018-02-21,2018,2,Wednesday,1
28941,2018-01-02,2018,1,Tuesday,1
28942,2015-11-28,2015,11,Saturday,1
28945,2015-09-08,2015,9,Tuesday,1
28946,2015-09-16,2015,9,Wednesday,1
28947,2017-10-03,2017,10,Tuesday,1
28948,2016-10-15,2016,10,Saturday,1
28949,2015-05-01,2015,5,Friday,1
28950,2015-02-24,2015,2,Tuesday,1
28952,2017-06-05,2017,6,Monday,1
28953,2018-04-17,2018,4,Tuesday,1
28954,2015-12-26,2015,12,Saturday,1
28955,2017-10-29,2017,10,Sunday,1
28957,2017-07-31,2017,7,Monday,1
28958,2017-07-04,2017,7,Tuesday,1
28960,2016-08-15,2016,8,Monday,1
28961,2018-02-23,2018,2,Friday,1
28962,2015-09-12,2015,9,Saturday,1
28963,2017-12-09,2017,12,Saturday,1
28964,2017-01-24,2017,1,Tuesday,1
28965,2016-01-18,2016,1,Monday,1
28966,2016-01-03,2016,1,Sunday,1
28967,2016-06-06,2016,6,Monday,1
28969,2015-06-10,2015,6,Wednesday,1
28971,2017-08-06,2017,8,Sunday,1
28972,2016-06-04,2016,6,Saturday,1
28973,2016-01-31,2016,1,Sunday,1
28975,2017-06-19,2017,6,Monday,1
28977,2017-09-13,2017,9,Wednesday,1
28980,2015-05-21,2015,5,Thursday,1
28981,2016-08-16,2016,8,Tuesday,1
28984,2016-03-01,2016,3,Tuesday,1
28987,2015-08-16,2015,8,Sunday,1
28988,2015-10-12,2015,10,Monday,1
28989,2015-01-05,2015,1,Monday,1
28990,2016-08-03,2016,8,Wednesday,1
28991,2015-01-05,2015,1,Monday,1
28992,2016-07-23,2016,7,Saturday,1
28993,2016-03-20,2016,3,Sunday,1
28995,2015-11-29,2015,11,Sunday,1
28996,2016-04-23,2016,4,Saturday,1
28997,2015-04-27,2015,4,Monday,1
28998,2018-05-13,2018,5,Sunday,1
28999,2016-06-28,2016,6,Tuesday,1
29002,2015-09-04,2015,9,Friday,1
29004,2017-04-20,2017,4,Thursday,1
29006,2018-03-25,2018,3,Sunday,1
29008,2016-08-27,2016,8,Saturday,1
29009,2017-08-15,2017,8,Tuesday,1
29010,2016-02-17,2016,2,Wednesday,1
29011,2015-01-04,2015,1,Sunday,1
29012,2017-07-28,2017,7,Friday,1
29013,2017-06-22,2017,6,Thursday,1
29015,2017-06-01,2017,6,Thursday,1
29016,2017-05-20,2017,5,Saturday,1
29017,2015-04-17,2015,4,Friday,1
29018,2017-08-16,2017,8,Wednesday,1
29019,2015-01-17,2015,1,Saturday,1
29021,2016-03-10,2016,3,Thursday,1
29023,2015-11-15,2015,11,Sunday,1
29025,2015-06-14,2015,6,Sunday,1
29027,2018-06-01,2018,6,Friday,1
29028,2015-09-01,2015,9,Tuesday,1
29031,2015-08-10,2015,8,Monday,1
29032,2015-03-01,2015,3,Sunday,1
29033,2015-08-26,2015,8,Wednesday,1
29034,2016-10-28,2016,10,Friday,1
29035,2015-06-01,2015,6,Monday,1
29039,2016-02-06,2016,2,Saturday,1
29042,2015-10-02,2015,10,Friday,1
29043,2015-09-04,2015,9,Friday,1
29047,2015-11-27,2015,11,Friday,1
29048,2015-01-26,2015,1,Monday,1
29049,2017-03-31,2017,3,Friday,1
29050,2017-08-12,2017,8,Saturday,1
29051,2017-04-15,2017,4,Saturday,1
29053,2016-03-07,2016,3,Monday,1
29055,2017-03-22,2017,3,Wednesday,1
29057,2015-02-13,2015,2,Friday,1
29058,2015-12-08,2015,12,Tuesday,1
29059,2015-07-12,2015,7,Sunday,1
29061,2018-03-30,2018,3,Friday,1
29063,2017-05-03,2017,5,Wednesday,1
29064,2015-08-24,2015,8,Monday,1
29066,2017-07-08,2017,7,Saturday,1
29067,2015-06-01,2015,6,Monday,1
29068,2017-04-30,2017,4,Sunday,1
29075,2016-09-18,2016,9,Sunday,1
29076,2015-12-21,2015,12,Monday,1
29077,2015-01-16,2015,1,Friday,1
29078,2016-02-19,2016,2,Friday,1
29080,2016-04-01,2016,4,Friday,1
29081,2018-03-17,2018,3,Saturday,1
29084,2015-08-04,2015,8,Tuesday,1
29085,2016-08-17,2016,8,Wednesday,1
29087,2017-05-24,2017,5,Wednesday,1
29088,2017-11-14,2017,11,Tuesday,1
29090,2017-07-09,2017,7,Sunday,1
29091,2015-12-03,2015,12,Thursday,1
29092,2016-09-10,2016,9,Saturday,1
29093,2015-01-03,2015,1,Saturday,1
29094,2015-07-18,2015,7,Saturday,1
29096,2017-03-01,2017,3,Wednesday,1
29100,2016-07-08,2016,7,Friday,1
29101,2017-01-16,2017,1,Monday,1
29102,2015-01-25,2015,1,Sunday,1
29103,2015-01-25,2015,1,Sunday,1
29108,2015-06-06,2015,6,Saturday,1
29110,2018-01-15,2018,1,Monday,1
29112,2015-08-08,2015,8,Saturday,1
29113,2017-08-02,2017,8,Wednesday,1
29114,2017-01-04,2017,1,Wednesday,1
29115,2015-06-27,2015,6,Saturday,1
29117,2018-03-25,2018,3,Sunday,1
29118,2015-10-17,2015,10,Saturday,1
29120,2017-08-23,2017,8,Wednesday,1
29123,2017-06-17,2017,6,Saturday,1
29124,2017-08-11,2017,8,Friday,1
29125,2017-10-22,2017,10,Sunday,1
29126,2017-09-05,2017,9,Tuesday,1
29127,2017-05-20,2017,5,Saturday,1
29128,2016-07-15,2016,7,Friday,1
29130,2017-09-10,2017,9,Sunday,1
29131,2016-05-13,2016,5,Friday,1
29132,2016-03-21,2016,3,Monday,1
29133,2015-08-21,2015,8,Friday,1
29134,2017-01-23,2017,1,Monday,1
29135,2015-09-05,2015,9,Saturday,1
29136,2016-11-15,2016,11,Tuesday,1
29139,2016-03-06,2016,3,Sunday,1
29140,2016-04-27,2016,4,Wednesday,1
29141,2015-07-25,2015,7,Saturday,1
29142,2015-10-06,2015,10,Tuesday,1
29143,2017-05-09,2017,5,Tuesday,1
29145,2016-01-16,2016,1,Saturday,1
29146,2016-11-02,2016,11,Wednesday,1
29148,2017-07-18,2017,7,Tuesday,1
29150,2018-05-13,2018,5,Sunday,1
29151,2015-04-05,2015,4,Sunday,1
29152,2015-07-19,2015,7,Sunday,1
29153,2016-01-31,2016,1,Sunday,1
29154,2017-07-28,2017,7,Friday,1
29157,2017-06-27,2017,6,Tuesday,1
29158,2016-05-23,2016,5,Monday,1
29160,2017-08-02,2017,8,Wednesday,1
29161,2018-02-13,2018,2,Tuesday,1
29162,2017-12-28,2017,12,Thursday,1
29163,2015-09-06,2015,9,Sunday,1
29164,2017-07-22,2017,7,Saturday,1
29165,2016-10-03,2016,10,Monday,1
29166,2015-10-16,2015,10,Friday,1
29168,2017-06-16,2017,6,Friday,1
29169,2017-04-29,2017,4,Saturday,1
29171,2016-12-02,2016,12,Friday,1
29173,2015-12-14,2015,12,Monday,1
29175,2015-08-15,2015,8,Saturday,1
29176,2017-07-07,2017,7,Friday,1
29177,2018-05-19,2018,5,Saturday,1
29179,2016-10-27,2016,10,Thursday,1
29180,2015-07-24,2015,7,Friday,1
29181,2015-10-18,2015,10,Sunday,1
29182,2016-08-31,2016,8,Wednesday,1
29185,2016-07-15,2016,7,Friday,1
29190,2017-09-12,2017,9,Tuesday,1
29191,2017-03-17,2017,3,Friday,1
29193,2016-03-10,2016,3,Thursday,1
29194,2018-01-08,2018,1,Monday,1
29195,2018-05-28,2018,5,Monday,1
29196,2016-04-02,2016,4,Saturday,1
29197,2015-04-25,2015,4,Saturday,1
29198,2017-05-13,2017,5,Saturday,1
29199,2016-05-03,2016,5,Tuesday,1
29200,2018-04-04,2018,4,Wednesday,1
29201,2017-05-30,2017,5,Tuesday,1
29202,2017-05-04,2017,5,Thursday,1
29203,2014-08-04,2014,8,Monday,1
29204,2014-12-10,2014,12,Wednesday,1
29205,2016-09-24,2016,9,Saturday,1
29206,2016-04-04,2016,4,Monday,1
29210,2015-08-30,2015,8,Sunday,1
29211,2015-07-10,2015,7,Friday,1
29212,2017-02-02,2017,2,Thursday,1
29213,2018-02-17,2018,2,Saturday,1
29214,2016-11-21,2016,11,Monday,1
29216,2016-03-20,2016,3,Sunday,1
29219,2016-11-26,2016,11,Saturday,1
29220,2015-04-12,2015,4,Sunday,1
29221,2015-03-01,2015,3,Sunday,1
29222,2018-01-21,2018,1,Sunday,1
29224,2018-01-18,2018,1,Thursday,1
29225,2016-09-02,2016,9,Friday,1
29228,2017-02-02,2017,2,Thursday,1
29231,2015-07-18,2015,7,Saturday,1
29232,2017-08-20,2017,8,Sunday,1
29235,2015-10-15,2015,10,Thursday,1
29238,2017-09-25,2017,9,Monday,1
29239,2016-02-09,2016,2,Tuesday,1
29240,2017-09-16,2017,9,Saturday,1
29241,2015-03-22,2015,3,Sunday,1
29242,2016-04-29,2016,4,Friday,1
29244,2018-05-21,2018,5,Monday,1
29246,2016-09-23,2016,9,Friday,1
29247,2015-04-21,2015,4,Tuesday,1
29248,2016-10-20,2016,10,Thursday,1
29249,2016-07-21,2016,7,Thursday,1
29250,2016-12-30,2016,12,Friday,1
29251,2016-03-17,2016,3,Thursday,1
29253,2015-04-12,2015,4,Sunday,1
29254,2015-06-02,2015,6,Tuesday,1
29255,2016-06-26,2016,6,Sunday,1
29256,2016-01-13,2016,1,Wednesday,1
29257,2016-12-01,2016,12,Thursday,1
29258,2018-05-26,2018,5,Saturday,1
29259,2015-12-12,2015,12,Saturday,1
29261,2015-05-15,2015,5,Friday,1
29262,2016-11-13,2016,11,Sunday,1
29264,2015-07-27,2015,7,Monday,1
29265,2016-07-09,2016,7,Saturday,1
29267,2017-04-08,2017,4,Saturday,1
29269,2015-07-26,2015,7,Sunday,1
29270,2018-02-10,2018,2,Saturday,1
29272,2016-05-16,2016,5,Monday,1
29274,2016-09-28,2016,9,Wednesday,1
29275,2016-07-09,2016,7,Saturday,1
29276,2016-01-11,2016,1,Monday,1
29277,2015-02-13,2015,2,Friday,1
29279,2017-09-11,2017,9,Monday,1
29280,2018-05-06,2018,5,Sunday,1
29281,2015-02-07,2015,2,Saturday,1
29282,2015-10-15,2015,10,Thursday,1
29283,2016-04-24,2016,4,Sunday,1
29286,2017-09-16,2017,9,Saturday,1
29288,2015-12-07,2015,12,Monday,1
29290,2015-11-25,2015,11,Wednesday,1
29291,2016-05-12,2016,5,Thursday,1
29293,2015-10-09,2015,10,Friday,1
29294,2016-09-10,2016,9,Saturday,1
29295,2017-12-07,2017,12,Thursday,1
29296,2016-08-06,2016,8,Saturday,1
29297,2017-06-30,2017,6,Friday,1
29298,2016-01-25,2016,1,Monday,1
29299,2018-02-28,2018,2,Wednesday,1
29300,2016-05-10,2016,5,Tuesday,1
29302,2016-11-27,2016,11,Sunday,1
29304,2018-02-16,2018,2,Friday,1
29305,2016-06-24,2016,6,Friday,1
29306,2016-10-05,2016,10,Wednesday,1
29308,2017-11-18,2017,11,Saturday,1
29309,2015-06-21,2015,6,Sunday,1
29310,2015-02-15,2015,2,Sunday,1
29312,2017-07-02,2017,7,Sunday,1
29314,2016-07-24,2016,7,Sunday,1
29315,2016-09-25,2016,9,Sunday,1
29320,2015-07-03,2015,7,Friday,1
29322,2016-11-22,2016,11,Tuesday,1
29323,2018-02-03,2018,2,Saturday,1
29324,2017-08-28,2017,8,Monday,1
29325,2015-12-21,2015,12,Monday,1
29326,2017-09-14,2017,9,Thursday,1
29327,2018-04-03,2018,4,Tuesday,1
29329,2015-12-07,2015,12,Monday,1
29330,2015-05-06,2015,5,Wednesday,1
29331,2015-05-04,2015,5,Monday,1
29332,2016-05-14,2016,5,Saturday,1
29333,2016-09-01,2016,9,Thursday,1
29335,2016-06-10,2016,6,Friday,1
29336,2017-05-21,2017,5,Sunday,1
29337,2017-06-18,2017,6,Sunday,1
29338,2018-05-05,2018,5,Saturday,1
29339,2015-01-17,2015,1,Saturday,1
29340,2015-08-31,2015,8,Monday,1
29341,2015-07-25,2015,7,Saturday,1
29342,2017-05-20,2017,5,Saturday,1
29343,2015-02-14,2015,2,Saturday,1
29345,2017-05-25,2017,5,Thursday,1
29347,2018-03-10,2018,3,Saturday,1
29348,2016-01-11,2016,1,Monday,1
29351,2016-07-16,2016,7,Saturday,1
29352,2017-11-25,2017,11,Saturday,1
29353,2018-02-17,2018,2,Saturday,1
29354,2016-04-01,2016,4,Friday,1
29355,2015-04-22,2015,4,Wednesday,1
29356,2015-01-04,2015,1,Sunday,1
29357,2017-10-06,2017,10,Friday,1
29358,2016-10-29,2016,10,Saturday,1
29360,2016-09-07,2016,9,Wednesday,1
29361,2016-07-24,2016,7,Sunday,1
29365,2016-06-20,2016,6,Monday,1
29367,2017-08-17,2017,8,Thursday,1
29370,2018-06-02,2018,6,Saturday,1
29371,2015-01-04,2015,1,Sunday,1
29373,2018-06-01,2018,6,Friday,1
29374,2017-10-03,2017,10,Tuesday,1
29375,2016-07-08,2016,7,Friday,1
29376,2015-12-07,2015,12,Monday,1
29378,2016-09-01,2016,9,Thursday,1
29379,2015-01-03,2015,1,Saturday,1
29380,2016-04-03,2016,4,Sunday,1
29381,2016-12-04,2016,12,Sunday,1
29383,2016-01-09,2016,1,Saturday,1
29384,2015-03-13,2015,3,Friday,1
29385,2016-07-02,2016,7,Saturday,1
29386,2017-03-25,2017,3,Saturday,1
29387,2014-09-03,2014,9,Wednesday,1
29390,2017-02-24,2017,2,Friday,1
29392,2017-03-24,2017,3,Friday,1
29393,2016-01-28,2016,1,Thursday,1
29394,2015-12-31,2015,12,Thursday,1
29395,2015-02-05,2015,2,Thursday,1
29396,2016-06-05,2016,6,Sunday,1
29397,2017-01-25,2017,1,Wednesday,1
29399,2017-04-28,2017,4,Friday,1
29402,2016-04-16,2016,4,Saturday,1
29403,2016-09-06,2016,9,Tuesday,1
29404,2017-05-29,2017,5,Monday,1
29405,2015-05-06,2015,5,Wednesday,1
29406,2017-07-01,2017,7,Saturday,1
29408,2016-10-10,2016,10,Monday,1
29409,2016-01-11,2016,1,Monday,1
29410,2018-04-23,2018,4,Monday,1
29412,2017-02-26,2017,2,Sunday,1
29414,2016-05-05,2016,5,Thursday,1
29415,2016-04-10,2016,4,Sunday,1
29416,2015-08-02,2015,8,Sunday,1
29417,2015-03-09,2015,3,Monday,1
29418,2018-04-08,2018,4,Sunday,1
29421,2017-04-25,2017,4,Tuesday,1
29422,2015-10-30,2015,10,Friday,1
29423,2016-02-27,2016,2,Saturday,1
29425,2016-02-10,2016,2,Wednesday,1
29426,2015-06-21,2015,6,Sunday,1
29428,2015-05-23,2015,5,Saturday,1
29429,2017-02-27,2017,2,Monday,1
29430,2017-08-19,2017,8,Saturday,1
29431,2016-10-03,2016,10,Monday,1
29432,2018-03-01,2018,3,Thursday,1
29433,2017-08-19,2017,8,Saturday,1
29434,2017-02-08,2017,2,Wednesday,1
29435,2015-12-05,2015,12,Saturday,1
29439,2017-07-14,2017,7,Friday,1
29440,2016-06-25,2016,6,Saturday,1
29441,2015-06-28,2015,6,Sunday,1
29442,2017-06-02,2017,6,Friday,1
29445,2016-04-17,2016,4,Sunday,1
29446,2017-02-21,2017,2,Tuesday,1
29447,2015-06-28,2015,6,Sunday,1
29450,2016-06-01,2016,6,Wednesday,1
29452,2017-07-05,2017,7,Wednesday,1
29453,2017-01-27,2017,1,Friday,1
29462,2017-08-13,2017,8,Sunday,1
29463,2015-05-23,2015,5,Saturday,1
29465,2016-07-01,2016,7,Friday,1
29468,2017-01-12,2017,1,Thursday,1
29470,2018-02-28,2018,2,Wednesday,1
29471,2015-07-31,2015,7,Friday,1
29472,2017-09-09,2017,9,Saturday,1
29473,2015-01-03,2015,1,Saturday,1
29474,2015-10-02,2015,10,Friday,1
29475,2016-02-12,2016,2,Friday,1
29476,2015-01-11,2015,1,Sunday,1
29477,2015-07-15,2015,7,Wednesday,1
29478,2017-04-24,2017,4,Monday,1
29480,2014-09-28,2014,9,Sunday,1
29481,2015-04-09,2015,4,Thursday,1
29484,2016-05-09,2016,5,Monday,1
29485,2016-02-24,2016,2,Wednesday,1
29486,2018-06-01,2018,6,Friday,1
29488,2017-09-01,2017,9,Friday,1
29489,2015-09-01,2015,9,Tuesday,1
29491,2018-01-13,2018,1,Saturday,1
29493,2015-03-07,2015,3,Saturday,1
29494,2016-06-25,2016,6,Saturday,1
29496,2017-10-01,2017,10,Sunday,1
29497,2016-07-06,2016,7,Wednesday,1
29498,2018-04-30,2018,4,Monday,1
29499,2015-08-17,2015,8,Monday,1
29501,2017-07-17,2017,7,Monday,1
29502,2016-06-24,2016,6,Friday,1
29505,2017-07-18,2017,7,Tuesday,1
29506,2017-03-08,2017,3,Wednesday,1
29508,2017-07-03,2017,7,Monday,1
29509,2015-02-06,2015,2,Friday,1
29510,2018-02-18,2018,2,Sunday,1
29511,2017-04-19,2017,4,Wednesday,1
29514,2016-06-10,2016,6,Friday,1
29515,2018-04-17,2018,4,Tuesday,1
29517,2016-01-15,2016,1,Friday,1
29518,2017-06-01,2017,6,Thursday,1
29520,2018-06-02,2018,6,Saturday,1
29522,2017-11-11,2017,11,Saturday,1
29526,2015-12-04,2015,12,Friday,1
29527,2017-01-21,2017,1,Saturday,1
29529,2016-01-21,2016,1,Thursday,1
29531,2016-04-23,2016,4,Saturday,1
29532,2017-07-05,2017,7,Wednesday,1
29533,2018-06-02,2018,6,Saturday,1
29534,2015-02-25,2015,2,Wednesday,1
29536,2016-08-16,2016,8,Tuesday,1
29537,2015-07-03,2015,7,Friday,1
29538,2015-05-30,2015,5,Saturday,1
29539,2015-04-06,2015,4,Monday,1
29540,2016-05-12,2016,5,Thursday,1
29541,2017-07-29,2017,7,Saturday,1
29542,2017-03-26,2017,3,Sunday,1
29543,2016-02-13,2016,2,Saturday,1
29544,2018-06-02,2018,6,Saturday,1
29545,2018-06-08,2018,6,Friday,1
29546,2016-10-12,2016,10,Wednesday,1
29547,2018-05-16,2018,5,Wednesday,1
29548,2016-05-07,2016,5,Saturday,1
29549,2017-08-12,2017,8,Saturday,1
29551,2016-02-07,2016,2,Sunday,1
29552,2016-08-26,2016,8,Friday,1
29555,2017-09-19,2017,9,Tuesday,1
29557,2015-06-05,2015,6,Friday,1
29559,2016-07-30,2016,7,Saturday,1
29561,2015-08-27,2015,8,Thursday,1
29563,2018-03-03,2018,3,Saturday,1
29564,2017-01-14,2017,1,Saturday,1
29565,2018-01-22,2018,1,Monday,1
29566,2015-09-27,2015,9,Sunday,1
29570,2015-02-12,2015,2,Thursday,1
29573,2016-11-21,2016,11,Monday,1
29575,2015-09-04,2015,9,Friday,1
29576,2015-01-28,2015,1,Wednesday,1
29579,2016-07-30,2016,7,Saturday,1
29580,2015-11-24,2015,11,Tuesday,1
29582,2015-12-28,2015,12,Monday,1
29585,2017-08-23,2017,8,Wednesday,1
29587,2017-01-15,2017,1,Sunday,1
29589,2017-04-19,2017,4,Wednesday,1
29591,2015-11-17,2015,11,Tuesday,1
29592,2016-05-25,2016,5,Wednesday,1
29594,2018-04-19,2018,4,Thursday,1
29596,2016-03-17,2016,3,Thursday,1
29597,2017-10-01,2017,10,Sunday,1
29598,2017-01-12,2017,1,Thursday,1
29599,2015-01-17,2015,1,Saturday,1
29601,2015-02-05,2015,2,Thursday,1
29602,2016-06-19,2016,6,Sunday,1
29605,2015-02-08,2015,2,Sunday,1
29606,2015-05-25,2015,5,Monday,1
29607,2016-01-07,2016,1,Thursday,1
29609,2018-05-17,2018,5,Thursday,1
29610,2018-01-01,2018,1,Monday,1
29613,2017-01-24,2017,1,Tuesday,1
29614,2015-05-28,2015,5,Thursday,1
29616,2015-12-17,2015,12,Thursday,1
29618,2017-05-14,2017,5,Sunday,1
29619,2015-12-05,2015,12,Saturday,1
29620,2017-08-21,2017,8,Monday,1
29621,2016-10-10,2016,10,Monday,1
29623,2015-11-30,2015,11,Monday,1
29624,2015-07-01,2015,7,Wednesday,1
29626,2017-11-21,2017,11,Tuesday,1
29628,2015-10-11,2015,10,Sunday,1
29629,2015-07-20,2015,7,Monday,1
29632,2015-07-12,2015,7,Sunday,1
29633,2015-12-14,2015,12,Monday,1
29635,2017-06-23,2017,6,Friday,1
29636,2014-12-17,2014,12,Wednesday,1
29638,2017-05-05,2017,5,Friday,1
29639,2015-08-14,2015,8,Friday,1
29641,2015-07-12,2015,7,Sunday,1
29642,2015-03-19,2015,3,Thursday,1
29643,2015-06-30,2015,6,Tuesday,1
29644,2015-05-23,2015,5,Saturday,1
29645,2017-01-26,2017,1,Thursday,1
29647,2015-10-06,2015,10,Tuesday,1
29649,2017-09-06,2017,9,Wednesday,1
29650,2015-09-07,2015,9,Monday,1
29651,2017-03-17,2017,3,Friday,1
29652,2016-02-11,2016,2,Thursday,1
29654,2016-08-08,2016,8,Monday,1
29655,2016-04-09,2016,4,Saturday,1
29656,2018-04-10,2018,4,Tuesday,1
29659,2017-05-04,2017,5,Thursday,1
29660,2016-05-19,2016,5,Thursday,1
29662,2017-10-12,2017,10,Thursday,1
29663,2016-10-10,2016,10,Monday,1
29664,2016-11-16,2016,11,Wednesday,1
29666,2017-08-22,2017,8,Tuesday,1
29667,2018-05-13,2018,5,Sunday,1
29669,2017-09-25,2017,9,Monday,1
29671,2017-04-02,2017,4,Sunday,1
29673,2016-03-05,2016,3,Saturday,1
29675,2017-03-31,2017,3,Friday,1
29676,2016-06-30,2016,6,Thursday,1
29678,2014-08-20,2014,8,Wednesday,1
29679,2015-08-07,2015,8,Friday,1
29680,2017-04-10,2017,4,Monday,1
29681,2016-06-15,2016,6,Wednesday,1
29683,2018-04-21,2018,4,Saturday,1
29684,2018-04-23,2018,4,Monday,1
29686,2017-08-14,2017,8,Monday,1
29687,2018-01-29,2018,1,Monday,1
29688,2017-09-03,2017,9,Sunday,1
29690,2015-10-14,2015,10,Wednesday,1
29692,2016-01-07,2016,1,Thursday,1
29693,2016-01-24,2016,1,Sunday,1
29694,2017-03-24,2017,3,Friday,1
29695,2018-05-13,2018,5,Sunday,1
29696,2017-02-12,2017,2,Sunday,1
29699,2015-08-14,2015,8,Friday,1
29700,2016-01-06,2016,1,Wednesday,1
29701,2016-02-07,2016,2,Sunday,1
29702,2015-06-16,2015,6,Tuesday,1
29703,2017-06-09,2017,6,Friday,1
29705,2016-02-07,2016,2,Sunday,1
29706,2015-07-01,2015,7,Wednesday,1
29707,2017-02-01,2017,2,Wednesday,1
29708,2015-11-28,2015,11,Saturday,1
29712,2016-07-10,2016,7,Sunday,1
29714,2017-05-01,2017,5,Monday,1
29715,2015-12-03,2015,12,Thursday,1
29716,2015-03-04,2015,3,Wednesday,1
29717,2016-09-09,2016,9,Friday,1
29719,2014-10-17,2014,10,Friday,1
29720,2016-01-22,2016,1,Friday,1
29722,2018-05-01,2018,5,Tuesday,1
29727,2015-08-01,2015,8,Saturday,1
29729,2018-02-28,2018,2,Wednesday,1
29730,2017-04-18,2017,4,Tuesday,1
29731,2018-05-23,2018,5,Wednesday,1
29734,2016-08-10,2016,8,Wednesday,1
29735,2016-06-13,2016,6,Monday,1
29738,2015-04-28,2015,4,Tuesday,1
29739,2016-12-01,2016,12,Thursday,1
29740,2015-08-25,2015,8,Tuesday,1
29742,2016-06-27,2016,6,Monday,1
29743,2015-11-01,2015,11,Sunday,1
29744,2016-01-12,2016,1,Tuesday,1
29745,2018-03-14,2018,3,Wednesday,1
29747,2016-02-04,2016,2,Thursday,1
29748,2017-10-29,2017,10,Sunday,1
29750,2015-01-17,2015,1,Saturday,1
29753,2015-04-17,2015,4,Friday,1
29754,2017-12-31,2017,12,Sunday,1
29756,2016-07-07,2016,7,Thursday,1
29758,2018-04-27,2018,4,Friday,1
29759,2017-06-04,2017,6,Sunday,1
29760,2016-05-21,2016,5,Saturday,1
29761,2015-09-23,2015,9,Wednesday,1
29762,2016-04-01,2016,4,Friday,1
29765,2015-11-09,2015,11,Monday,1
29767,2014-12-17,2014,12,Wednesday,1
29768,2017-03-19,2017,3,Sunday,1
29769,2016-03-19,2016,3,Saturday,1
29771,2017-08-13,2017,8,Sunday,1
29773,2018-04-22,2018,4,Sunday,1
29774,2015-08-16,2015,8,Sunday,1
29776,2015-01-19,2015,1,Monday,1
29778,2015-02-14,2015,2,Saturday,1
29780,2017-05-14,2017,5,Sunday,1
29781,2017-10-29,2017,10,Sunday,1
29782,2018-07-01,2018,7,Sunday,1
29783,2016-07-13,2016,7,Wednesday,1
29784,2015-05-19,2015,5,Tuesday,1
29786,2016-06-16,2016,6,Thursday,1
29787,2017-12-05,2017,12,Tuesday,1
29788,2015-10-05,2015,10,Monday,1
29789,2017-02-25,2017,2,Saturday,1
29790,2016-05-09,2016,5,Monday,1
29792,2015-09-03,2015,9,Thursday,1
29795,2018-04-01,2018,4,Sunday,1
29798,2017-06-11,2017,6,Sunday,1
29799,2016-06-23,2016,6,Thursday,1
29800,2015-11-17,2015,11,Tuesday,1
29802,2015-11-11,2015,11,Wednesday,1
29804,2017-06-24,2017,6,Saturday,1
29805,2015-11-25,2015,11,Wednesday,1
29806,2015-05-02,2015,5,Saturday,1
29809,2017-12-28,2017,12,Thursday,1
29810,2017-04-30,2017,4,Sunday,1
29812,2016-01-02,2016,1,Saturday,1
29814,2015-07-01,2015,7,Wednesday,1
29822,2016-02-08,2016,2,Monday,1
29824,2018-02-16,2018,2,Friday,1
29826,2016-03-17,2016,3,Thursday,1
29827,2016-11-06,2016,11,Sunday,1
29831,2016-04-01,2016,4,Friday,1
29832,2015-01-10,2015,1,Saturday,1
29833,2016-05-02,2016,5,Monday,1
29834,2018-05-20,2018,5,Sunday,1
29836,2016-07-17,2016,7,Sunday,1
29838,2015-06-03,2015,6,Wednesday,1
29839,2015-08-08,2015,8,Saturday,1
29840,2015-03-06,2015,3,Friday,1
29841,2018-01-26,2018,1,Friday,1
29842,2017-07-16,2017,7,Sunday,1
29844,2016-03-05,2016,3,Saturday,1
